S,ID,E,N,RTK_true,depth_begin_cm,depth_end_cm,thickness,N,OC,pH,%CF,%sand,%silt,%clay,BD_f,BD_m,CaCO3_true,c_root %,f_root %,t_root%
11,D1,521270.503,4788312.79,0,0,5,0.05,0.13,1.17,NaN,NaN,NaN,NaN,NaN,NaN,1184,1,NaN,0.76,NaN
11,D2,521270.503,4788312.79,0,5,0,0.05,0.19,0.59,NaN,NaN,NaN,NaN,NaN,NaN,1378,1,NaN,0.35,NaN
11,D3,521270.503,4788312.79,0,10,20,0.1,0.05,0.28,NaN,NaN,NaN,NaN,NaN,NaN,1642,1,NaN,0.09,NaN
11,D4,521270.503,4788312.79,0,20,30,0.1,0.05,0.27,NaN,NaN,NaN,NaN,NaN,NaN,1656,1,NaN,0.09,NaN
11,E1,521274.982,4788300.512,0,0,5,0.05,0.11,0.72,NaN,13,NaN,NaN,NaN,NaN,1318,1,0.06,0.22,0.28
11,E2,521274.982,4788300.512,0,5,0,0.05,0.09,0.82,NaN,11,NaN,NaN,NaN,NaN,1282,1,0.06,0.09,0.15
11,E3,521274.982,4788300.512,0,10,20,0.1,0.07,0.62,NaN,8,NaN,NaN,NaN,NaN,1362,1,0.06,0.33,0.40
11,E4,521274.982,4788300.512,0,20,30,0.1,0.05,0.58,NaN,5,NaN,NaN,NaN,NaN,1384,1,0.03,0.18,0.21
11,F1,521275.982,4788299.762,0,0,5,0.05,0.17,1.29,NaN,5,NaN,NaN,NaN,NaN,1158,1,0.29,NaN,NaN
11,F2,521275.982,4788299.762,0,5,0,0.05,0.07,0.60,NaN,12,NaN,NaN,NaN,NaN,1375,1,0.11,0.39,0.50
11,F3,521275.982,4788299.762,0,10,20,0.1,0.06,0.60,NaN,11,NaN,NaN,NaN,NaN,1374,1,0.11,0.13,0.24
11,F4,521275.982,4788299.762,0,20,30,0.1,0.05,0.30,NaN,4,NaN,NaN,NaN,NaN,1604,1,0.12,0.21,0.34
11,G1,521270.032,4788302.112,0,0,5,0.05,0.09,0.77,NaN,28,NaN,NaN,NaN,NaN,1300,1,0.13,0.44,0.57
11,G2,521270.032,4788302.112,0,5,0,0.05,0.07,0.41,NaN,37,NaN,NaN,NaN,NaN,1501,1,0.02,NaN,NaN
11,G3,521270.032,4788302.112,0,10,20,0.1,0.02,0.57,NaN,37,NaN,NaN,NaN,NaN,1387,1,0.04,0.05,0.09
11,G4,521270.032,4788302.112,0,20,30,0.1,0.03,0.21,NaN,19,NaN,NaN,NaN,NaN,1755,1,0.03,0.07,0.10
11,H1,521271.532,4788303.112,0,0,5,0.05,0.13,0.83,NaN,26,NaN,NaN,NaN,NaN,1277,1,0.05,0.61,0.66
11,H2,521271.532,4788303.112,0,5,0,0.05,0.10,0.92,NaN,34,NaN,NaN,NaN,NaN,1248,1,0.06,0.06,0.12
11,H3,521271.532,4788303.112,0,10,20,0.1,0.09,0.58,NaN,37,NaN,NaN,NaN,NaN,1384,1,0.05,0.11,0.15
11,H4,521271.532,4788303.112,0,20,30,0.1,0.03,0.28,NaN,14,NaN,NaN,NaN,NaN,1641,1,0.03,0.10,0.13
11,I1,521247.322,4788322.802,0,0,5,0.05,0.05,0.31,NaN,13,NaN,NaN,NaN,NaN,1599,1,0.02,0.07,0.09
11,I2,521247.322,4788322.802,0,5,0,0.05,0.05,0.27,NaN,7,NaN,NaN,NaN,NaN,1645,1,0.04,NaN,NaN
11,I3,521247.322,4788322.802,0,10,20,0.1,0.05,0.14,NaN,19,NaN,NaN,NaN,NaN,1920,1,0.03,NaN,NaN
11,I4,521247.322,4788322.802,0,20,30,0.1,0.03,0.17,NaN,17,NaN,NaN,NaN,NaN,1833,1,0.04,NaN,NaN
11,J1,521245.822,4788321.552,0,0,5,0.05,0.07,0.55,NaN,15,NaN,NaN,NaN,NaN,1399,1,0.06,0.05,0.11
11,J2,521245.822,4788321.552,0,5,0,0.05,0.07,0.45,NaN,20,NaN,NaN,NaN,NaN,1470,1,0.07,0.07,0.13
11,J3,521245.822,4788321.552,0,10,20,0.1,0.06,0.30,NaN,18,NaN,NaN,NaN,NaN,1609,1,0.08,0.17,0.25
11,J4,521245.822,4788321.552,0,20,30,0.1,0.03,0.34,NaN,28,NaN,NaN,NaN,NaN,1567,1,0.04,NaN,NaN
12,A1A,521501.737,4776824.951,1,0,5,0.05,0.25,2.41,6.44,40,0.20,0.63,0.17,NaN,1245,1,1.25,2.69,3.93
12,A2A,521501.737,4776824.951,1,5,0,0.05,0.17,1.82,6.65,33,0.19,0.62,0.19,NaN,1297,1,0.11,NaN,NaN
12,A3A,521501.737,4776824.951,1,10,20,0.1,0.13,1.42,6.53,25,0.17,0.59,0.24,NaN,1346,1,0.15,0.41,0.56
12,A4A,521501.737,4776824.951,1,20,30,0.1,0.13,0.97,6.70,61,0.17,0.55,0.28,NaN,1424,1,0.01,NaN,NaN
12,A5A,521501.737,4776824.951,1,30,40,0.1,0.09,NaN,6.96,47,NaN,NaN,NaN,NaN,1498,1,0.00,NaN,NaN
12,A6A,521501.737,4776824.951,1,40,50,0.1,NaN,NaN,7.37,31,NaN,NaN,NaN,NaN,NaN,1,0.01,0.13,0.13
12,A1B,521501.737,4776824.951,1,0,5,0.05,0.23,2.49,NaN,55,NaN,NaN,NaN,NaN,1239,1,2.40,NaN,NaN
12,A2B,521501.737,4776824.951,1,5,0,0.05,0.14,1.38,NaN,25,NaN,NaN,NaN,NaN,1352,1,0.11,0.45,0.56
12,A3B,521501.737,4776824.951,1,10,20,0.1,0.13,1.21,NaN,37,NaN,NaN,NaN,NaN,1378,1,0.11,0.24,0.35
12,A4B,521501.737,4776824.951,1,20,30,0.1,0.12,0.85,NaN,65,NaN,NaN,NaN,NaN,1451,1,0.00,NaN,NaN
12,A5B,521501.737,4776824.951,1,30,40,0.1,NaN,NaN,NaN,47,NaN,NaN,NaN,NaN,NaN,1,0.01,0.11,0.11
12,A6B,521501.737,4776824.951,1,40,50,0.1,NaN,NaN,NaN,30,NaN,NaN,NaN,NaN,NaN,1,0.71,0.07,0.78
12,A1C,521501.737,4776824.951,1,0,5,0.05,0.25,2.59,NaN,56,NaN,NaN,NaN,NaN,1231,1,0.83,NaN,NaN
12,A2C,521501.737,4776824.951,1,5,0,0.05,0.22,1.98,NaN,30,NaN,NaN,NaN,NaN,1281,1,0.11,NaN,NaN
12,A3C,521501.737,4776824.951,1,10,20,0.1,0.15,1.33,NaN,31,NaN,NaN,NaN,NaN,1360,1,0.57,0.26,0.83
12,A4C,521501.737,4776824.951,1,20,30,0.1,0.13,1.09,NaN,48,NaN,NaN,NaN,NaN,1401,1,0.56,0.22,0.78
12,A5C,521501.737,4776824.951,1,30,40,0.1,NaN,NaN,NaN,48,NaN,NaN,NaN,NaN,NaN,1,0.65,0.08,0.73
12,A6C,521501.737,4776824.951,1,40,50,0.1,0.11,NaN,NaN,46,NaN,NaN,NaN,NaN,1451,1,0.71,0.14,0.85
12,B1,521503.326,4776825.848,1,0,5,0.05,0.37,4.23,NaN,49,NaN,NaN,NaN,NaN,1145,1,0.06,3.85,3.91
12,B2,521503.326,4776825.848,1,5,0,0.05,0.25,2.24,NaN,29,NaN,NaN,NaN,NaN,1259,1,0.03,0.38,0.41
12,B3,521503.326,4776825.848,1,10,20,0.1,0.19,1.48,NaN,34,NaN,NaN,NaN,NaN,1338,1,0.01,0.31,0.32
12,B4,521503.326,4776825.848,1,20,30,0.1,0.18,1.15,NaN,34,NaN,NaN,NaN,NaN,1388,1,0.02,0.08,0.09
12,C1,521511.444,4776839.675,1,0,5,0.05,0.25,2.51,NaN,46,NaN,NaN,NaN,NaN,1237,1,0.06,0.75,0.81
12,C2,521511.444,4776839.675,1,5,0,0.05,0.20,1.95,NaN,24,NaN,NaN,NaN,NaN,1284,1,0.01,0.48,0.48
12,C3,521511.444,4776839.675,1,10,20,0.1,0.19,1.65,NaN,93,NaN,NaN,NaN,NaN,1317,1,0.03,0.26,0.29
12,C4,521511.444,4776839.675,1,20,30,0.1,0.20,1.41,NaN,62,NaN,NaN,NaN,NaN,1347,1,0.01,0.64,0.65
12,D1,521511.151,4776840.15,1,0,5,0.05,0.18,1.86,NaN,38,NaN,NaN,NaN,NaN,1293,1,0.07,0.62,0.69
12,D2,521511.151,4776840.15,1,5,0,0.05,0.18,1.85,NaN,35,NaN,NaN,NaN,NaN,1295,1,0.14,1.49,1.63
12,D3,521511.151,4776840.15,1,10,20,0.1,0.16,1.59,NaN,63,NaN,NaN,NaN,NaN,1323,1,0.05,0.46,0.51
12,D4,521511.151,4776840.15,1,20,30,0.1,0.18,1.53,NaN,76,NaN,NaN,NaN,NaN,1331,1,0.03,0.29,0.32
12,E1,521501.978,4776813.852,1,0,5,0.05,0.19,1.72,NaN,54,NaN,NaN,NaN,NaN,1308,1,0.02,0.37,0.39
12,E2,521501.978,4776813.852,1,5,0,0.05,0.19,1.90,NaN,41,NaN,NaN,NaN,NaN,1289,1,0.02,0.45,0.46
12,E3,521501.978,4776813.852,1,10,20,0.1,0.18,1.54,NaN,29,NaN,NaN,NaN,NaN,1330,1,0.05,0.33,0.37
12,E4,521501.978,4776813.852,1,20,30,0.1,0.14,1.27,NaN,39,NaN,NaN,NaN,NaN,1368,1,0.07,0.13,0.20
12,F1,521501.596,4776814.01,1,0,5,0.05,0.23,2.73,NaN,45,NaN,NaN,NaN,NaN,1222,1,0.12,2.55,2.67
12,F2,521501.596,4776814.01,1,5,0,0.05,0.17,1.74,NaN,23,NaN,NaN,NaN,NaN,1306,1,0.01,0.88,0.89
12,F3,521501.596,4776814.01,1,10,20,0.1,0.17,1.27,NaN,33,NaN,NaN,NaN,NaN,1368,1,0.05,0.20,0.25
12,F4,521501.596,4776814.01,1,20,30,0.1,0.14,1.08,NaN,37,NaN,NaN,NaN,NaN,1403,1,0.02,0.31,0.33
12,G1,521489.661,4776830.55,1,0,5,0.05,0.21,2.15,NaN,52,NaN,NaN,NaN,NaN,1266,1,0.06,0.58,0.64
12,G2,521489.661,4776830.55,1,5,0,0.05,0.17,1.77,NaN,39,NaN,NaN,NaN,NaN,1303,1,0.12,0.10,0.22
12,G3,521489.661,4776830.55,1,10,20,0.1,0.12,1.15,NaN,34,NaN,NaN,NaN,NaN,1389,1,0.04,0.07,0.11
12,G4,521489.661,4776830.55,1,20,30,0.1,0.11,1.04,NaN,43,NaN,NaN,NaN,NaN,1410,1,0.09,0.08,0.17
12,H1,521489.543,4776830.264,1,0,5,0.05,0.29,3.44,NaN,48,NaN,NaN,NaN,NaN,1181,1,1.41,0.79,2.20
12,H2,521489.543,4776830.264,1,5,0,0.05,0.20,1.92,NaN,38,NaN,NaN,NaN,NaN,1288,1,0.10,1.03,1.13
12,H3,521489.543,4776830.264,1,10,20,0.1,0.14,1.30,NaN,33,NaN,NaN,NaN,NaN,1364,1,0.06,0.12,0.19
12,H4,521489.543,4776830.264,1,20,30,0.1,0.14,1.15,NaN,37,NaN,NaN,NaN,NaN,1389,1,0.03,0.16,0.19
12,I1,521497.698,4776841.169,1,0,5,0.05,0.24,2.80,NaN,65,NaN,NaN,NaN,NaN,1218,1,0.01,1.38,1.39
12,I2,521497.698,4776841.169,1,5,0,0.05,0.17,1.82,NaN,41,NaN,NaN,NaN,NaN,1298,1,0.01,0.49,0.50
12,I3,521497.698,4776841.169,1,10,20,0.1,0.16,1.49,NaN,44,NaN,NaN,NaN,NaN,1336,1,0.06,0.13,0.18
12,I4,521497.698,4776841.169,1,20,30,0.1,0.21,1.42,NaN,41,NaN,NaN,NaN,NaN,1347,1,0.18,0.25,0.43
12,J1,521498.201,4776841.094,1,0,5,0.05,0.29,3.11,NaN,54,NaN,NaN,NaN,NaN,1199,1,0.13,3.84,3.97
12,J2,521498.201,4776841.094,1,5,0,0.05,0.22,1.92,NaN,36,NaN,NaN,NaN,NaN,1288,1,0.08,0.91,0.98
12,J3,521498.201,4776841.094,1,10,20,0.1,0.18,1.45,NaN,32,NaN,NaN,NaN,NaN,1342,1,0.04,0.11,0.15
12,J4,521498.201,4776841.094,1,20,30,0.1,0.14,1.23,NaN,41,NaN,NaN,NaN,NaN,1375,1,0.08,0.07,0.14
13,A1A,523834.65,4789107.209,1,0,5,0.05,0.10,0.59,7.38,5,0.76,0.19,0.05,NaN,1225,1,0.94,0.90,1.84
13,A2A,523834.65,4789107.209,1,5,0,0.05,0.10,0.60,7.89,6,0.67,0.24,0.09,NaN,1215,1,0.41,0.67,1.08
13,A3A,523834.65,4789107.209,1,10,20,0.1,0.11,0.52,8.23,6,0.68,0.23,0.09,1690,1277,1,0.16,0.65,0.81
13,A4A,523834.65,4789107.209,1,20,30,0.1,0.08,0.67,8.32,8,NaN,NaN,NaN,NaN,1176,1,0.05,0.58,0.63
13,A5A,523834.65,4789107.209,1,30,40,0.1,0.08,NaN,8.39,14,NaN,NaN,NaN,NaN,1452,1,0.08,0.21,0.29
13,A6A,523834.65,4789107.209,1,40,50,0.1,0.05,NaN,8.61,17,NaN,NaN,NaN,NaN,1554,1,0.08,0.12,0.20
13,A1B,523834.65,4789107.209,1,0,5,0.05,0.10,0.91,NaN,2,NaN,NaN,NaN,NaN,1063,1,2.28,0.99,3.26
13,A2B,523834.65,4789107.209,1,5,0,0.05,0.07,0.60,NaN,2,NaN,NaN,NaN,NaN,1218,1,0.10,0.64,0.74
13,A3B,523834.65,4789107.209,1,10,20,0.1,0.05,0.51,NaN,5,NaN,NaN,NaN,1370,1280,1,0.19,0.51,0.70
13,A4B,523834.65,4789107.209,1,20,30,0.1,0.07,0.57,NaN,9,NaN,NaN,NaN,NaN,1242,1,0.09,0.17,0.26
13,A5B,523834.65,4789107.209,1,30,40,0.1,NaN,NaN,NaN,25,NaN,NaN,NaN,NaN,NaN,1,0.06,0.17,0.23
13,A6B,523834.65,4789107.209,1,40,50,0.1,NaN,NaN,NaN,38,NaN,NaN,NaN,NaN,NaN,1,0.04,0.09,0.12
13,A1C,523834.65,4789107.209,1,0,5,0.05,0.10,0.52,NaN,7,NaN,NaN,NaN,NaN,1279,1,0.41,0.24,0.66
13,A2C,523834.65,4789107.209,1,5,0,0.05,0.08,0.49,NaN,4,NaN,NaN,NaN,NaN,1299,1,0.05,0.21,0.26
13,A3C,523834.65,4789107.209,1,10,20,0.1,0.06,0.82,NaN,10,NaN,NaN,NaN,1189,1099,1,0.11,0.28,0.39
13,A4C,523834.65,4789107.209,1,20,30,0.1,0.06,0.16,NaN,8,NaN,NaN,NaN,NaN,1887,1,0.04,0.14,0.18
13,A5C,523834.65,4789107.209,1,30,40,0.1,NaN,NaN,NaN,11,NaN,NaN,NaN,NaN,NaN,1,0.02,0.10,0.12
13,A6C,523834.65,4789107.209,1,40,50,0.1,NaN,NaN,NaN,26,NaN,NaN,NaN,NaN,1453,1,0.01,0.08,0.09
13,B1,523834.997,4789104.794,1,0,5,0.05,0.13,1.26,NaN,5,NaN,NaN,NaN,NaN,959,1,0.19,0.53,0.72
13,B2,523834.997,4789104.794,1,5,0,0.05,0.08,0.57,NaN,6,NaN,NaN,NaN,NaN,1239,1,0.13,0.17,0.30
13,B3,523834.997,4789104.794,1,10,20,0.1,0.09,0.57,NaN,12,NaN,NaN,NaN,NaN,1240,1,0.51,0.18,0.69
13,B4,523834.997,4789104.794,1,20,30,0.1,0.07,0.40,NaN,34,NaN,NaN,NaN,NaN,1394,1,0.07,0.02,0.09
13,C1,523843.072,4789111.641,1,0,5,0.05,0.14,1.31,NaN,2,NaN,NaN,NaN,NaN,947,1,6.43,0.36,6.79
13,C2,523843.072,4789111.641,1,5,0,0.05,0.09,0.62,NaN,3,NaN,NaN,NaN,NaN,1208,1,0.50,0.37,0.87
13,C3,523843.072,4789111.641,1,10,20,0.1,0.08,0.45,NaN,3,NaN,NaN,NaN,NaN,1335,1,0.34,0.07,0.40
13,C4,523843.072,4789111.641,1,20,30,0.1,0.04,0.41,NaN,3,NaN,NaN,NaN,NaN,1383,1,0.15,0.02,0.16
13,D1,523843.928,4789111.634,1,0,5,0.05,0.17,1.77,NaN,3,NaN,NaN,NaN,NaN,858,1,1.10,2.05,3.15
13,D2,523843.928,4789111.634,1,5,0,0.05,0.10,0.74,NaN,2,NaN,NaN,NaN,NaN,1140,1,0.20,0.24,0.44
13,D3,523843.928,4789111.634,1,10,20,0.1,0.09,0.58,NaN,2,NaN,NaN,NaN,NaN,1235,1,0.20,0.52,0.72
13,D4,523843.928,4789111.634,1,20,30,0.1,0.11,0.56,NaN,3,NaN,NaN,NaN,NaN,1249,1,0.08,0.12,0.20
13,E1,523830.865,4789086.79,1,0,5,0.05,0.14,1.37,NaN,3,NaN,NaN,NaN,NaN,933,1,0.09,0.68,0.77
13,E2,523830.865,4789086.79,1,5,0,0.05,0.09,0.67,NaN,4,NaN,NaN,NaN,NaN,1174,1,0.05,0.25,0.30
13,E3,523830.865,4789086.79,1,10,20,0.1,0.06,0.35,NaN,8,NaN,NaN,NaN,NaN,1451,1,0.04,0.12,0.16
13,E4,523830.865,4789086.79,1,20,30,0.1,0.05,0.37,NaN,13,NaN,NaN,NaN,NaN,1428,1,0.01,0.09,0.10
13,F1,523831.71,4789086.315,1,0,5,0.05,0.19,2.12,NaN,2,NaN,NaN,NaN,NaN,809,1,0.83,2.10,2.93
13,F2,523831.71,4789086.315,1,5,0,0.05,0.08,0.64,NaN,4,NaN,NaN,NaN,NaN,1191,1,0.12,0.30,0.42
13,F3,523831.71,4789086.315,1,10,20,0.1,0.07,0.39,NaN,6,NaN,NaN,NaN,NaN,1402,1,0.16,0.10,0.26
13,F4,523831.71,4789086.315,1,20,30,0.1,0.09,0.29,NaN,6,NaN,NaN,NaN,NaN,1545,1,0.04,0.14,0.17
13,G1,523821.109,4789110.325,1,0,5,0.05,0.14,0.59,NaN,13,NaN,NaN,NaN,NaN,1222,1,0.05,0.02,0.08
13,G2,523821.109,4789110.325,1,5,0,0.05,0.07,0.36,NaN,21,NaN,NaN,NaN,NaN,1438,1,0.02,0.01,0.02
13,G3,523821.109,4789110.325,1,10,20,0.1,0.11,0.36,NaN,20,NaN,NaN,NaN,NaN,1432,1,0.08,NaN,NaN
13,G4,523821.109,4789110.325,1,20,30,0.1,0.07,0.28,NaN,25,NaN,NaN,NaN,NaN,1566,1,0.01,0.03,0.04
13,H1,523822.161,4789109.821,1,0,5,0.05,0.09,0.66,NaN,8,NaN,NaN,NaN,NaN,1183,1,0.18,0.10,0.29
13,H2,523822.161,4789109.821,1,5,0,0.05,0.07,0.42,NaN,13,NaN,NaN,NaN,NaN,1372,1,0.09,0.06,0.15
13,H3,523822.161,4789109.821,1,10,20,0.1,0.02,0.21,NaN,18,NaN,NaN,NaN,NaN,1713,1,0.03,0.03,0.05
13,H4,523822.161,4789109.821,1,20,30,0.1,0.06,0.30,NaN,17,NaN,NaN,NaN,NaN,1532,1,0.06,0.01,0.07
13,I1,523818.339,4789126.443,1,0,5,0.05,0.11,0.87,NaN,5,NaN,NaN,NaN,NaN,1079,1,0.88,0.98,1.86
13,I2,523818.339,4789126.443,1,5,0,0.05,0.08,0.58,NaN,4,NaN,NaN,NaN,NaN,1233,1,0.14,0.14,0.29
13,I3,523818.339,4789126.443,1,10,20,0.1,0.08,0.45,NaN,6,NaN,NaN,NaN,NaN,1339,1,0.14,0.08,0.23
13,I4,523818.339,4789126.443,1,20,30,0.1,0.07,0.44,NaN,9,NaN,NaN,NaN,NaN,1350,1,0.08,0.06,0.14
13,J1,523818.62,4789127.526,1,0,5,0.05,0.20,2.19,NaN,3,NaN,NaN,NaN,NaN,801,1,6.51,1.96,8.47
13,J2,523818.62,4789127.526,1,5,0,0.05,0.11,0.92,NaN,4,NaN,NaN,NaN,NaN,1059,1,0.54,0.46,1.00
13,J3,523818.62,4789127.526,1,10,20,0.1,0.08,0.54,NaN,4,NaN,NaN,NaN,NaN,1262,1,0.36,0.10,0.46
13,J4,523818.62,4789127.526,1,20,30,0.1,0.07,0.43,NaN,6,NaN,NaN,NaN,NaN,1354,1,0.12,0.11,0.22
14,A1A,523312.153,4779456.521,1,0,5,0.05,0.17,1.44,6.41,20,NaN,NaN,NaN,NaN,916,1,1.57,NaN,NaN
14,A2A,523312.153,4779456.521,1,5,0,0.05,0.13,1.00,7.47,12,0.21,0.63,0.16,NaN,1031,1,0.19,NaN,NaN
14,A3A,523312.153,4779456.521,1,10,20,0.1,0.12,0.83,7.52,28,0.15,0.53,0.32,633,1095,1,NaN,0.21,NaN
14,A4A,523312.153,4779456.521,1,20,30,0.1,0.11,0.92,8.05,41,NaN,NaN,NaN,NaN,1059,1,0.14,0.03,0.17
14,A5A,523312.153,4779456.521,1,30,40,0.1,0.11,0.87,8.38,21,NaN,NaN,NaN,NaN,1068,1,0.01,0.04,0.05
14,A6A,523312.153,4779456.521,1,40,50,0.1,NaN,NaN,8.41,35,NaN,NaN,NaN,NaN,0,1,0.07,0.03,0.10
14,A1B,523312.153,4779456.521,1,0,5,0.05,0.15,1.37,NaN,13,NaN,NaN,NaN,NaN,932,1,2.89,1.48,4.37
14,A2B,523312.153,4779456.521,1,5,0,0.05,0.11,0.97,NaN,12,NaN,NaN,NaN,NaN,1043,1,2.20,0.65,2.84
14,A3B,523312.153,4779456.521,1,10,20,0.1,0.11,0.90,NaN,36,NaN,NaN,NaN,681,1068,1,0.05,0.20,0.25
14,A4B,523312.153,4779456.521,1,20,30,0.1,0.12,0.88,NaN,33,NaN,NaN,NaN,NaN,1075,1,0.03,0.09,0.12
14,A5B,523312.153,4779456.521,1,30,40,0.1,NaN,NaN,NaN,14,NaN,NaN,NaN,NaN,NaN,1,0.01,0.05,0.07
14,A6B,523312.153,4779456.521,1,40,50,0.1,0.09,0.16,NaN,6,NaN,NaN,NaN,NaN,1204,1,0.01,0.03,0.05
14,A1C,523312.153,4779456.521,1,0,5,0.05,0.12,0.92,NaN,11,NaN,NaN,NaN,NaN,1061,1,4.88,1.28,6.16
14,A2C,523312.153,4779456.521,1,5,0,0.05,0.09,0.77,NaN,21,NaN,NaN,NaN,NaN,1125,1,0.46,0.24,0.70
14,A3C,523312.153,4779456.521,1,10,20,0.1,0.11,0.89,NaN,20,NaN,NaN,NaN,561,1072,1,0.08,0.11,0.19
14,A4C,523312.153,4779456.521,1,20,30,0.1,0.09,0.79,NaN,45,NaN,NaN,NaN,NaN,1113,1,0.09,0.03,0.13
14,A5C,523312.153,4779456.521,1,30,40,0.1,NaN,NaN,NaN,30,NaN,NaN,NaN,NaN,NaN,1,0.02,0.02,0.04
14,A6C,523312.153,4779456.521,1,40,50,0.1,0.09,0.50,NaN,11,NaN,NaN,NaN,NaN,1296,1,0.01,0.13,0.15
14,B1,523316.461,4779458.29,1,0,5,0.05,0.16,1.49,NaN,7,NaN,NaN,NaN,NaN,908,1,0.40,0.41,0.80
14,B2,523316.461,4779458.29,1,5,0,0.05,0.12,1.01,NaN,9,NaN,NaN,NaN,NaN,1030,1,0.16,0.42,0.57
14,B3,523316.461,4779458.29,1,10,20,0.1,0.11,0.88,NaN,10,NaN,NaN,NaN,NaN,1074,1,0.24,0.16,0.40
14,B4,523316.461,4779458.29,1,20,30,0.1,0.11,0.83,NaN,37,NaN,NaN,NaN,NaN,1096,1,0.10,0.21,0.31
14,C1,523340.395,4779451.25,1,0,5,0.05,0.12,1.22,NaN,17,NaN,NaN,NaN,NaN,967,1,0.17,0.15,0.31
14,C2,523340.395,4779451.25,1,5,0,0.05,0.14,1.18,NaN,18,NaN,NaN,NaN,NaN,979,1,0.29,0.29,0.58
14,C3,523340.395,4779451.25,1,10,20,0.1,0.15,1.36,NaN,15,NaN,NaN,NaN,NaN,935,1,0.32,0.08,0.40
14,C4,523340.395,4779451.25,1,20,30,0.1,0.15,1.38,NaN,50,NaN,NaN,NaN,NaN,931,1,0.08,0.08,0.17
14,D1,523340.979,4779449.903,1,0,5,0.05,0.29,3.54,NaN,8,NaN,NaN,NaN,NaN,685,1,6.07,0.51,6.58
14,D2,523340.979,4779449.903,1,5,0,0.05,0.30,3.23,NaN,9,NaN,NaN,NaN,NaN,706,1,3.66,0.27,3.93
14,D3,523340.979,4779449.903,1,10,20,0.1,0.17,1.67,NaN,12,NaN,NaN,NaN,NaN,874,1,2.94,0.30,3.24
14,D4,523340.979,4779449.903,1,20,30,0.1,0.17,1.59,NaN,15,NaN,NaN,NaN,NaN,888,1,1.67,0.13,1.79
14,E1,523315.906,4779451.067,1,0,5,0.05,0.13,0.91,NaN,58,NaN,NaN,NaN,NaN,1063,1,0.05,0.07,0.13
14,E2,523315.906,4779451.067,1,5,0,0.05,0.09,0.88,NaN,8,NaN,NaN,NaN,NaN,1076,1,0.12,0.23,0.35
14,E3,523315.906,4779451.067,1,10,20,0.1,0.10,0.81,NaN,4,NaN,NaN,NaN,NaN,1103,1,0.11,0.07,0.18
14,E4,523315.906,4779451.067,1,20,30,0.1,0.07,0.95,NaN,28,NaN,NaN,NaN,NaN,1048,1,0.07,0.24,0.31
14,F1,523316.457,4779452.148,1,0,5,0.05,0.13,1.12,NaN,4,NaN,NaN,NaN,NaN,996,1,0.78,0.38,1.16
14,F2,523316.457,4779452.148,1,5,0,0.05,0.12,0.91,NaN,5,NaN,NaN,NaN,NaN,1066,1,0.26,0.45,0.71
14,F3,523316.457,4779452.148,1,10,20,0.1,0.11,0.81,NaN,12,NaN,NaN,NaN,NaN,1106,1,0.04,0.25,0.29
14,F4,523316.457,4779452.148,1,20,30,0.1,0.11,0.82,NaN,23,NaN,NaN,NaN,NaN,1101,1,0.10,0.14,0.23
14,G1,523304.073,4779432.711,1,0,5,0.05,0.16,1.45,NaN,37,NaN,NaN,NaN,NaN,916,1,0.17,0.60,0.77
14,G2,523304.073,4779432.711,1,5,0,0.05,0.17,1.33,NaN,10,NaN,NaN,NaN,NaN,940,1,0.80,0.22,1.02
14,G3,523304.073,4779432.711,1,10,20,0.1,0.18,1.19,NaN,16,NaN,NaN,NaN,NaN,976,1,0.31,0.40,0.71
14,G4,523304.073,4779432.711,1,20,30,0.1,0.14,1.50,NaN,29,NaN,NaN,NaN,NaN,906,1,0.89,0.22,1.11
14,H1,523305.064,4779432.21,1,0,5,0.05,0.31,2.72,NaN,22,NaN,NaN,NaN,NaN,746,1,0.98,1.59,2.57
14,H2,523305.064,4779432.21,1,5,0,0.05,0.23,1.63,NaN,7,NaN,NaN,NaN,NaN,881,1,0.44,0.85,1.29
14,H3,523305.064,4779432.21,1,10,20,0.1,0.16,1.34,NaN,14,NaN,NaN,NaN,NaN,938,1,1.11,0.12,1.23
14,H4,523305.064,4779432.21,1,20,30,0.1,0.16,1.29,NaN,29,NaN,NaN,NaN,NaN,951,1,0.16,0.30,0.46
14,I1,523300.453,4779462.56,1,0,5,0.05,0.12,0.84,NaN,18,NaN,NaN,NaN,NaN,1091,1,0.08,NaN,NaN
14,I2,523300.453,4779462.56,1,5,0,0.05,0.22,0.88,NaN,8,NaN,NaN,NaN,NaN,1077,1,0.09,NaN,NaN
14,I3,523300.453,4779462.56,1,10,20,0.1,0.11,0.82,NaN,12,NaN,NaN,NaN,NaN,1101,1,0.19,NaN,NaN
14,I4,523300.453,4779462.56,1,20,30,0.1,0.10,0.72,NaN,19,NaN,NaN,NaN,NaN,1149,1,0.05,NaN,NaN
14,J1,523301.164,4779462.882,1,0,5,0.05,0.14,1.41,NaN,14,NaN,NaN,NaN,NaN,924,1,0.94,NaN,NaN
14,J2,523301.164,4779462.882,1,5,0,0.05,0.12,1.16,NaN,19,NaN,NaN,NaN,NaN,984,1,0.41,NaN,NaN
14,J3,523301.164,4779462.882,1,10,20,0.1,0.13,0.88,NaN,13,NaN,NaN,NaN,NaN,1074,1,0.34,NaN,NaN
14,J4,523301.164,4779462.882,1,20,30,0.1,0.13,1.01,NaN,8,NaN,NaN,NaN,NaN,1028,1,0.64,0.23,0.87
